CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL2069162	104599	Probable G-protein coupled receptor 142	Q7TQN9	SINGLE PROTEIN	Mus musculus	22	45
CHEMBL2052036	104578	Omega-3 fatty acid receptor 1	Q7TMA4	SINGLE PROTEIN	Mus musculus	60	127
CHEMBL1795175	104255	Smoothened homolog	P97698	SINGLE PROTEIN	Rattus norvegicus	5	5
CHEMBL2096905	104842	Dopamine receptor	P14416, P21728, P21917, P21918, P35462	PROTEIN FAMILY	Homo sapiens	95	113
CHEMBL2096908	104845	Adenosine receptors; A1 & A2b	P29275, P30542	SELECTIVITY GROUP	Homo sapiens	255	259
CHEMBL2097165	104876	Dopamine receptors; D3 & D4	P21917, P35462	SELECTIVITY GROUP	Homo sapiens	173	205
CHEMBL2111189	104908	Amylin receptor AMY1, CALCR/RAMP1	O60894, P30988	PROTEIN COMPLEX	Homo sapiens	1	1
CHEMBL2094254	104726	Cysteinyl leukotriene receptor	Q9NS75, Q9Y271	PROTEIN FAMILY	Homo sapiens	822	1146
CHEMBL2016427	104505	Oxytocin receptor	Q9R1L2	SINGLE PROTEIN	Microtus ochrogaster	4	5
CHEMBL2111329	105024	Adenosine receptor	P0DMS8, P29274, P29275, P30542	PROTEIN FAMILY	Homo sapiens	19	21
CHEMBL2111347	105046	Muscarinic receptor M2 and M3	P08483, P10980	SELECTIVITY GROUP	Rattus norvegicus	90	95
CHEMBL2111359	105113	Dopamine receptor	P30728, P51436, P61168, Q61616, Q8BLD9	PROTEIN FAMILY	Mus musculus	56	59
CHEMBL2111397	105092	Melanocortin receptor (M4 and M5)	P32245, P33032	SELECTIVITY GROUP	Homo sapiens	49	50
CHEMBL2111415	104923	Cannabinoid receptor	P47746, P47936	PROTEIN FAMILY	Mus musculus	63	71
CHEMBL2111418	104926	Muscarinic acetylcholine receptor M1 and M3	P11229, P20309	SELECTIVITY GROUP	Homo sapiens	67	68
CHEMBL2111427	104938	Somatostatin receptor	O08858, P30873, P30875, P30935, P49660	PROTEIN FAMILY	Mus musculus	33	35
CHEMBL2111436	104951	Somatostatin receptor	P30872, P30874, P31391, P32745, P35346	PROTEIN FAMILY	Homo sapiens	33	44
CHEMBL2034804	104544	Taste receptor type 2 member 31	P59538	SINGLE PROTEIN	Homo sapiens	6	6
CHEMBL2111452	104974	Alpha-1 adrenergic receptor	P97714, P97717, P97718	PROTEIN FAMILY	Mus musculus	37	38
CHEMBL2111463	104988	GABA-B receptor	O75899, Q9UBS5	PROTEIN COMPLEX	Homo sapiens	125	217
CHEMBL2731	12886	Galanin receptor 3	O60755	SINGLE PROTEIN	Homo sapiens	267	272
CHEMBL3559675	109730	Sphingosine 1-phosphate receptor 1	H9EUW9	SINGLE PROTEIN	Macaca mulatta	4	7
CHEMBL3559679	109734	G protein-coupled receptor	Q9IP65	SINGLE PROTEIN	Human cytomegalovirus	6	23
CHEMBL3301384	108398	CCR5/mu opioid receptor complex	P35372, P51681	PROTEIN COMPLEX	Homo sapiens	2	3
CHEMBL3301393	108407	Lysophosphatidic acid receptor 1/lysophosphatidic acid receptor 3	P61794, Q8K5E0	PROTEIN FAMILY	Rattus norvegicus	2	2
CHEMBL5034	100031	GABA-B receptor 2	O75899	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL3559688	109743	Frizzled-7	O75084	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL4730	20157	Melanin-concentrating hormone receptor 1	Q8JZL2	SINGLE PROTEIN	Mus musculus	152	211
CHEMBL211	47	Muscarinic acetylcholine receptor M2	P08172	SINGLE PROTEIN	Homo sapiens	3569	5601
CHEMBL2224	11555	Ghrelin receptor	Q95254	SINGLE PROTEIN	Sus scrofa	1	1
CHEMBL3676	12406	C-C chemokine receptor type 5	P51682	SINGLE PROTEIN	Mus musculus	63	65
CHEMBL3091266	107977	G-protein coupled receptor 39	O43194	SINGLE PROTEIN	Homo sapiens	31	62
CHEMBL1075162	103101	Uracil nucleotide/cysteinyl leukotriene receptor	Q13304	SINGLE PROTEIN	Homo sapiens	43	75
CHEMBL1770046	104138	P2Y purinoceptor 14	Q9ESG6	SINGLE PROTEIN	Mus musculus	68	68
CHEMBL3308949	109234	Neuropeptide S receptor	P0C0L6	SINGLE PROTEIN	Rattus norvegicus	1	3
CHEMBL2346493	105681	Frizzled-1	Q9UP38	SINGLE PROTEIN	Homo sapiens	23	23
CHEMBL2331058	105654	Lysophosphatidic acid receptor 6	P43657	SINGLE PROTEIN	Homo sapiens	11	33
CHEMBL3580524	109809	Somatostatin receptor subtype 3	Q4L144	SINGLE PROTEIN	Canis lupus familiaris	1	1
CHEMBL3414410	109593	Vasopressin V1a receptor	Q62463	SINGLE PROTEIN	Mus musculus	21	21
CHEMBL3562165	109761	Probable G-protein coupled receptor 34	Q9UPC5	SINGLE PROTEIN	Homo sapiens	131	147
CHEMBL3638345	109950	5-hydroxytryptamine receptor	G3I1B6	SINGLE PROTEIN	Cricetulus griseus	53	106
CHEMBL3832641	116889	T1R1/T1R3	Q7RTX0, Q7RTX1	PROTEIN COMPLEX	Homo sapiens	402	473
CHEMBL3832642	116890	T1R2/T1R3	Q7RTX0, Q8TE23	PROTEIN COMPLEX	Homo sapiens	116	131
CHEMBL3885531	117075	C-C motif chemokine 5/Neutrophil defensin 1 (Defensin, alpha 1) 	P13501, P59665	PROTEIN-PROTEIN INTERACTION	Homo sapiens	6	7
CHEMBL2253	12407	Corticotropin releasing factor receptor 2	Q60748	SINGLE PROTEIN	Mus musculus	103	165
CHEMBL2413	10547	C-C chemokine receptor type 1	P32246	SINGLE PROTEIN	Homo sapiens	963	1436
CHEMBL2486	10652	Alpha-1b adrenergic receptor	P97717	SINGLE PROTEIN	Mus musculus	4	4
CHEMBL2548	12169	Neuropeptide Y receptor type 5	Q63634	SINGLE PROTEIN	Rattus norvegicus	66	108
CHEMBL2564	12476	Metabotropic glutamate receptor 5	P31424	SINGLE PROTEIN	Rattus norvegicus	2220	4249
CHEMBL1785	247	Endothelin receptor ET-B	P24530	SINGLE PROTEIN	Homo sapiens	1318	1487
CHEMBL1800	124	Corticotropin releasing factor receptor 1	P34998	SINGLE PROTEIN	Homo sapiens	2129	2795
CHEMBL298	11522	Cholecystokinin B receptor	P32239	SINGLE PROTEIN	Homo sapiens	1744	2454
CHEMBL231	127	Histamine H1 receptor	P35367	SINGLE PROTEIN	Homo sapiens	3170	4705
CHEMBL1833	227	Serotonin 2b (5-HT2b) receptor	P41595	SINGLE PROTEIN	Homo sapiens	2915	5051
CHEMBL214	51	Serotonin 1a (5-HT1a) receptor	P08908	SINGLE PROTEIN	Homo sapiens	5045	8089
CHEMBL224	107	Serotonin 2a (5-HT2a) receptor	P28223	SINGLE PROTEIN	Homo sapiens	5910	9197
CHEMBL2035	215	Muscarinic acetylcholine receptor M5	P08912	SINGLE PROTEIN	Homo sapiens	2185	3683
CHEMBL2056	88	Dopamine D1 receptor	P21728	SINGLE PROTEIN	Homo sapiens	3157	5284
CHEMBL3155	10209	Serotonin 7 (5-HT7) receptor	P34969	SINGLE PROTEIN	Homo sapiens	2384	3326
CHEMBL3157	10034	Bradykinin B2 receptor	P30411	SINGLE PROTEIN	Homo sapiens	1579	2775
CHEMBL3196	11086	Melatonin receptor 1C	P49288	SINGLE PROTEIN	Gallus gallus	17	17
CHEMBL3228	11281	Metabotropic glutamate receptor 8	O00222	SINGLE PROTEIN	Homo sapiens	175	223
CHEMBL3230	10809	Sphingosine 1-phosphate receptor Edg-6	O95977	SINGLE PROTEIN	Homo sapiens	781	962
CHEMBL3263	11299	Histamine H3 receptor	P58406	SINGLE PROTEIN	Mus musculus	343	401
CHEMBL318	12512	Adenosine A1 receptor	P25099	SINGLE PROTEIN	Rattus norvegicus	3507	5580
CHEMBL2659	12719	Vasopressin V1b receptor	P48974	SINGLE PROTEIN	Rattus norvegicus	53	69
CHEMBL2700	11005	Melanocortin receptor 4	P70596	SINGLE PROTEIN	Rattus norvegicus	19	31
CHEMBL2736	11054	Metabotropic glutamate receptor 4	Q14833	SINGLE PROTEIN	Homo sapiens	1006	1702
CHEMBL2787	11891	Metabotropic glutamate receptor 4	P31423	SINGLE PROTEIN	Rattus norvegicus	300	525
CHEMBL2858	12471	Mu opioid receptor	P42866	SINGLE PROTEIN	Mus musculus	763	1077
CHEMBL309	12076	Muscarinic acetylcholine receptor M2	P10980	SINGLE PROTEIN	Rattus norvegicus	669	992
CHEMBL326	12742	Alpha-1d adrenergic receptor	P23944	SINGLE PROTEIN	Rattus norvegicus	893	1417
CHEMBL259	10142	Melanocortin receptor 4	P32245	SINGLE PROTEIN	Homo sapiens	4360	8584
CHEMBL3041	10528	Mu opioid receptor	P79350	SINGLE PROTEIN	Bos taurus	67	121
CHEMBL339	14037	Dopamine D2 receptor	P61169	SINGLE PROTEIN	Rattus norvegicus	5438	7743
CHEMBL3340	11263	Somatostatin receptor 3	P30936	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL3360	12171	Adenosine A3 receptor	P28647	SINGLE PROTEIN	Rattus norvegicus	535	781
CHEMBL3446	17005	Serotonin 2a (5-HT2a) receptor	Q75Z89	SINGLE PROTEIN	Bos taurus	144	162
CHEMBL3459	10577	Serotonin 1b (5-HT1b) receptor	P28564	SINGLE PROTEIN	Rattus norvegicus	1353	2313
CHEMBL3473	10548	C-C chemokine receptor type 3	P51677	SINGLE PROTEIN	Homo sapiens	1354	1670
CHEMBL269	10526	Delta opioid receptor	P33533	SINGLE PROTEIN	Rattus norvegicus	2256	3335
CHEMBL3719	10058	Melanocortin receptor 4	P56450	SINGLE PROTEIN	Mus musculus	406	596
CHEMBL3764	10927	Urotensin II receptor	Q9UKP6	SINGLE PROTEIN	Homo sapiens	612	964
CHEMBL3766	10930	Vasopressin V2 receptor	Q00788	SINGLE PROTEIN	Rattus norvegicus	630	767
CHEMBL3996	10549	Oxytocin receptor	P70536	SINGLE PROTEIN	Rattus norvegicus	599	837
CHEMBL4649	10796	Corticotropin releasing factor receptor 1	P35353	SINGLE PROTEIN	Rattus norvegicus	600	741
CHEMBL4652	11260	Somatostatin receptor 1	P28646	SINGLE PROTEIN	Rattus norvegicus	149	154
CHEMBL4654	11298	Histamine H2 receptor	P25102	SINGLE PROTEIN	Rattus norvegicus	130	141
CHEMBL4691	18071	Proteinase activated receptor 4	Q96RI0	SINGLE PROTEIN	Homo sapiens	910	1171
CHEMBL4701	11296	Histamine H1 receptor	P31390	SINGLE PROTEIN	Rattus norvegicus	181	251
CHEMBL4346	12524	Vasoactive intestinal peptide receptor	A5A0U0	SINGLE PROTEIN	Gallus gallus	6	6
CHEMBL4477	12894	Metabotropic glutamate receptor 1	P23385	SINGLE PROTEIN	Rattus norvegicus	712	1131
CHEMBL4764	10022	Serotonin 7 (5-HT7) receptor	P32304	SINGLE PROTEIN	Mus musculus	5	17
CHEMBL4820	10564	Prostanoid FP receptor	P37289	SINGLE PROTEIN	Bos taurus	34	37
CHEMBL4843	100138	C-X3-C chemokine receptor 1	P49238	SINGLE PROTEIN	Homo sapiens	57	60
CHEMBL4959	11168	Gastrin releasing peptide receptor	P30550	SINGLE PROTEIN	Homo sapiens	267	286
CHEMBL5017	20033	Serotonin 4 (5-HT4) receptor	O70528	SINGLE PROTEIN	Cavia porcellus	1330	2781
CHEMBL5071	20174	G protein-coupled receptor 44	Q9Y5Y4	SINGLE PROTEIN	Homo sapiens	2895	5030
CHEMBL344	19905	Melanin-concentrating hormone receptor 1	Q99705	SINGLE PROTEIN	Homo sapiens	4029	5897
CHEMBL276	10647	Muscarinic acetylcholine receptor M1	P08482	SINGLE PROTEIN	Rattus norvegicus	2029	3280
CHEMBL5414	100863	Beta-2 adrenergic receptor	Q8K4Z4	SINGLE PROTEIN	Cavia porcellus	697	1341
CHEMBL5494	100868	Serotonin 7 (5-HT7) receptor	P50407	SINGLE PROTEIN	Cavia porcellus	18	62
CHEMBL5495	100869	Melatonin receptor 1C	P49219	SINGLE PROTEIN	Xenopus laevis	33	48
CHEMBL5770	101549	C5a anaphylatoxin chemotactic receptor	P97520	SINGLE PROTEIN	Rattus norvegicus	5	5
CHEMBL5645	102414	Cysteinyl leukotriene receptor 1	Q2NNR5	SINGLE PROTEIN	Cavia porcellus	590	775
CHEMBL1075112	103038	G protein-coupled receptor 44	Q6XKD3	SINGLE PROTEIN	Rattus norvegicus	29	29
CHEMBL1075029	102981	A1 adenosine receptor	Q4VQ11	SINGLE PROTEIN	Sus scrofa	32	82
CHEMBL5717	101298	5-hydroxytryptamine receptor 1B	P49144	SINGLE PROTEIN	Oryctolagus cuniculus	2	3
CHEMBL5741	101531	Type-1A angiotensin II receptor	P29754	SINGLE PROTEIN	Mus musculus	45	45
CHEMBL1628481	103800	Apelin receptor	P35414	SINGLE PROTEIN	Homo sapiens	227	387
CHEMBL5872	102690	G-protein coupled estrogen receptor 1	Q99527	SINGLE PROTEIN	Homo sapiens	22	81
CHEMBL1075218	102914	Cysteinyl leukotriene receptor 1	Q924T8	SINGLE PROTEIN	Rattus norvegicus	2	3
CHEMBL2096671	104826	Serotonin 2 (5-HT2) receptor	P34968, P35363, Q02152	PROTEIN FAMILY	Mus musculus	168	200
CHEMBL1949484	104454	Pyroglutamylated RFamide peptide receptor	P83858	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL1795181	104261	Thromboxane A2 receptor	P30987	SINGLE PROTEIN	Mus musculus	30	37
CHEMBL2069161	104598	Probable G-protein coupled receptor 142	Q7Z601	SINGLE PROTEIN	Homo sapiens	124	228
CHEMBL2029193	104527	Melanin-concentrating hormone receptor 1	Q8MJ89	SINGLE PROTEIN	Macaca mulatta	1	1
CHEMBL2095160	104745	Leukotriene B4 receptor	Q15722, Q9NPC1	PROTEIN FAMILY	Homo sapiens	337	772
CHEMBL2095185	104769	Cholecystokinin receptor	P32238, P32239	PROTEIN FAMILY	Homo sapiens	405	506
CHEMBL2094123	104705	Serotonin (5-HT) receptor	P08909, P14842, P19327, P28564, P28565, P30940, P30994, P31388, P32305, P35364, P35365, P35563, Q62758, Q9JJ16	PROTEIN FAMILY	Rattus norvegicus	192	353
CHEMBL2096910	104847	Dopamine receptors; D1 & D2	P18901, P61169	SELECTIVITY GROUP	Rattus norvegicus	183	258
CHEMBL2096981	104861	Cannabinoid receptor	P21554, P34972	PROTEIN FAMILY	Homo sapiens	229	238
CHEMBL2094131	104713	Adenosine receptors; A1 & A2	P25099, P29276, P30543	SELECTIVITY GROUP	Rattus norvegicus	705	886
CHEMBL2111386	105078	Adenosine receptor	P25099, P28647, P29276, P30543	PROTEIN FAMILY	Rattus norvegicus	24	55
CHEMBL2111417	104925	Muscarinic acetylcholine receptor M1/M5 chimeric protein	P08912, P11229	CHIMERIC PROTEIN	Homo sapiens	4	31
CHEMBL2095203	104787	Adrenergic receptor alpha	P08913, P18089, P18825, P25100, P35348, P35368	PROTEIN FAMILY	Homo sapiens	102	139
CHEMBL2109232	104893	Adrenomedullin receptor AM1; CALCRL/RAMP2	O60895, Q16602	PROTEIN COMPLEX	Homo sapiens	2	2
CHEMBL1909491	104336	Prostaglandin F2-alpha receptor	Q28905	SINGLE PROTEIN	Ovis aries	1	2
CHEMBL2111465	104991	Opioid receptor (mu and kappa)	P41144, P97266	SELECTIVITY GROUP	Cavia porcellus	71	114
CHEMBL210	43	Beta-2 adrenergic receptor	P07550	SINGLE PROTEIN	Homo sapiens	4769	7413
CHEMBL3222	10315	Delta opioid receptor	P32300	SINGLE PROTEIN	Mus musculus	1936	2947
CHEMBL2753	12078	GABA-B receptor 1	Q9Z0U4	SINGLE PROTEIN	Rattus norvegicus	79	84
CHEMBL3559686	109741	Frizzled-2	Q14332	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL3232679	108267	Gonadotropin-releasing hormone receptor	Q01776	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3038507	107933	Nociceptin/mu opioid receptor	P33535, P35370	PROTEIN FAMILY	Rattus norvegicus	2	10
CHEMBL3933	20122	Prostanoid DP receptor	P70263	SINGLE PROTEIN	Mus musculus	101	209
CHEMBL3406	12405	C-C chemokine receptor type 3	P51678	SINGLE PROTEIN	Mus musculus	46	50
CHEMBL4724	20003	Bradykinin B1 receptor	Q9BDQ5	SINGLE PROTEIN	Canis lupus familiaris	3	3
CHEMBL5815	101345	C-C chemokine receptor type 9	P51686	SINGLE PROTEIN	Homo sapiens	331	777
CHEMBL3373	10031	Beta-2 adrenergic receptor	Q28044	SINGLE PROTEIN	Bos taurus	67	176
CHEMBL3772	11279	Metabotropic glutamate receptor 1	Q13255	SINGLE PROTEIN	Homo sapiens	1352	2371
CHEMBL3091260	107971	Kappa-type opioid receptor	G3HZR5	SINGLE PROTEIN	Cricetulus griseus	6	12
CHEMBL3341584	109498	G-protein coupled receptor 39	Q5U431	SINGLE PROTEIN	Mus musculus	24	24
CHEMBL2384898	107601	N-arachidonyl glycine receptor	Q14330	SINGLE PROTEIN	Homo sapiens	91	216
CHEMBL3309103	109432	G-protein coupled estrogen receptor 1	O08878	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL2364173	106152	Amylin receptor AMY2; CALCR/RAMP2	O60895, P30988	PROTEIN COMPLEX	Homo sapiens	0	0
CHEMBL3562166	109762	Putative P2Y purinoceptor 10	O00398	SINGLE PROTEIN	Homo sapiens	52	95
CHEMBL3721312	116680	Olfactory receptor 5K1	Q8NHB7	SINGLE PROTEIN	Homo sapiens	56	56
CHEMBL3808269	116796	Cysteinyl leukotriene receptor 1	Q99JA4	SINGLE PROTEIN	Mus musculus	6	14
CHEMBL3831321	116874	Relaxin receptor 1	I2CTQ4	SINGLE PROTEIN	Macaca mulatta	1	1
CHEMBL3988609	117269	Prokineticin receptor 1	G3HIE5	SINGLE PROTEIN	Cricetulus griseus	194	474
